House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
201,Love Avenue,Bradley,Jones-Green,16,Son,NA,Male,Student,None,NA
201,Love Avenue,Carly,Jones-Green,13,Daughter,NA,Female,Student,None,NA
202,Love Avenue,Lesley,Williams,56,Head,Single,Female,"Librarian, public",None,Christian
202,Love Avenue,Guy,Nelson,58,Partner,Single,Male,Facilities manager,None,None
202,Love Avenue,Albert,Williams,20,Son,Single,Male,University Student,None,Christian
202,Love Avenue,Geraldine,Williams,20,Daughter,Divorced,Female,University Student,None,Christian
202,Love Avenue,Donald,Williams,12,Son,NA,Male,Student,None,NA
202,Love Avenue,Adrian,Williams,12,Son,NA,Male,Student,None,NA
203,Love Avenue,Gareth,Palmer,79,Head,Widowed,Male,"Retired Optician, dispensing",None,None
204,Love Avenue,Victoria,Rees-Thomas,41,Head,Married,Female,Commissioning editor,None,None
204,Love Avenue,Toby,Rees-Thomas,44,Husband,Married,Male,Technical brewer,None,None
204,Love Avenue,Dean,Rees-Thomas,10,Son,NA,Male,Student,None,NA
204,Love Avenue,Maureen,Rees-Thomas,9,Daughter,NA,Female,Student,None,NA
204,Love Avenue,Marc,Rees-Thomas,8,Son,NA,Male,Student,None,NA
204,Love Avenue,Josephine,Day,18,Lodger,Single,Female,Student,None,NA
204,Love Avenue,Marion,Smith,56,Visitor,Divorced,Female,Tax adviser,None,Muslim
205,Love Avenue,Janice,Skinner,39,Head,Married,Female,Operational investment banker,None,Christian
205,Love Avenue,Suzanne,Skinner,38,Wife,Married,Female,Audiological scientist,None,Christian
205,Love Avenue,Gordon,Skinner,15,Son,NA,Male,Student,None,NA
205,Love Avenue,Jacqueline,Skinner,14,Daughter,NA,Female,Student,None,NA
205,Love Avenue,Michelle,Skinner,10,Daughter,NA,Female,Student,None,NA
206,Love Avenue,Natalie,Thomas,31,Head,Single,Female,Mental health nurse,None,None
206,Love Avenue,Jonathan,Clark,59,None,Single,Male,Broadcast journalist,None,Christian
206,Love Avenue,Stewart,Hall,62,None,Single,Male,Emergency planning/management officer,None,Christian
206,Love Avenue,Julia,Heath,56,None,Single,Female,Unemployed,None,Christian
206,Love Avenue,Iain,Buckley,34,None,Single,Male,Unemployed,None,None
207,Love Avenue,Lauren,Sutton-Hart,60,Head,Married,Female,Academic librarian,None,Christian
207,Love Avenue,Graham,Sutton-Hart,61,Husband,Married,Male,Radio broadcast assistant,None,None
207,Love Avenue,Joanna,Sutton-Hart,25,Daughter,Divorced,Female,Corporate treasurer,None,None
207,Love Avenue,Jonathan,Sutton-Hart,22,Son,Single,Male,University Student,None,None
207,Love Avenue,Eric,Sutton-Hart,9,Son,NA,Male,Student,None,NA
1,Miller Route,Bethan,Pearson,38,Head,Married,Female,Clinical molecular geneticist,None,None
1,Miller Route,Brian,Pearson,46,Husband,Married,Male,Research scientist (physical sciences),None,None
1,Miller Route,Gavin,Jones,22,Lodger,Single,Male,"Designer, graphic",None,Methodist
1,Miller Route,Paul,Bray,30,Cousin,Single,Male,Unemployed,None,None
2,Miller Route,Hayley,Morris,39,Head,Married,Female,"Nurse, children's",None,None
2,Miller Route,Brian,Morris,41,Husband,Married,Male,Ranger/warden,None,None
2,Miller Route,Ashleigh,Morris,5,Daughter,NA,Female,Student,None,NA
2,Miller Route,Jayne,Morris,4,Daughter,NA,Female,Child,None,NA
3,Miller Route,Kirsty,Bennett,80,Head,Married,Female,Retired Publishing rights manager,None,Catholic
3,Miller Route,Gregory,Bennett,83,Husband,Married,Male,Retired Research scientist (medical),None,Catholic
4,Miller Route,Teresa,Walton,38,Head,Married,Female,Forest/woodland manager,None,Catholic
4,Miller Route,Vincent,Walton,46,Husband,Married,Male,"Solicitor, Scotland",None,Catholic
5,Miller Route,Ann,Gregory,57,Head,Single,Female,Horticultural therapist,None,None
5,Miller Route,Terence,Gregory,26,Son,Single,Male,"Sound technician, broadcasting/film/video",None,None
6,Miller Route,Leah,Morrison,56,Head,Single,Female,Fine artist,None,Christian
7,Miller Route,Denise,Hartley,47,Head,Single,Female,"Engineer, technical sales",None,Christian
7,Miller Route,Trevor,Smith,49,Partner,Single,Male,Sports development officer,None,None
8,Miller Route,Dennis,Smith,38,Head,Single,Male,Educational psychologist,None,Catholic
9,Miller Route,Claire,Hamilton,61,Head,Married,Female,Dancer,None,Methodist
9,Miller Route,Martin,Hamilton,63,Husband,Married,Male,Administrator,None,None
9,Miller Route,Ben,Read,31,Son,Divorced,Male,Metallurgist,None,Methodist
10,Miller Route,Mitchell,Watts,69,Head,Widowed,Male,Retired Broadcast presenter,None,None
11,Miller Route,Paula,Johnson,37,Head,Divorced,Female,Estate agent,None,None
11,Miller Route,Timothy,Johnson,8,Son,NA,Male,Student,None,NA
12,Miller Route,Maureen,Vaughan,48,Head,Divorced,Female,Health visitor,None,Christian
12,Miller Route,Gail,Vaughan,10,Daughter,NA,Female,Student,None,NA
12,Miller Route,John,Vaughan,6,Son,NA,Male,Student,None,NA
13,Miller Route,Eleanor,Russell,42,Head,Divorced,Female,Patent examiner,None,Catholic
13,Miller Route,Katy,Edwards-Russell,9,Daughter,NA,Female,Student,None,NA
13,Miller Route,Danny,Edwards-Russell,7,Son,NA,Male,Student,Physical Disability,NA
13,Miller Route,Jacqueline,Edwards-Russell,3,Daughter,NA,Female,Child,None,NA
13,Miller Route,Billy,Edwards-Russell,0,Son,NA,Male,Child,None,NA
14,Miller Route,Lucy,Parsons,40,Head,Single,Female,"Surveyor, building control",None,None
14,Miller Route,Sam,Collins,64,None,Single,Male,Horticultural therapist,None,Methodist
15,Miller Route,Kate,Johnson,45,Head,Divorced,Female,"Engineer, technical sales",None,Methodist
15,Miller Route,Jamie,Johnson,12,Son,NA,Male,Student,None,NA
16,Miller Route,Leanne,Roberts,66,Head,Widowed,Female,"Investment banker, operational",None,Christian
17,Miller Route,Stacey,Rahman,78,Head,Married,Female,"Retired Editor, film/video",None,Christian
17,Miller Route,Adrian,Rahman,80,Husband,Married,Male,Retired Operational researcher,None,Christian
18,Miller Route,Allan,Browne,37,Head,Divorced,Male,Unemployed,None,Catholic
18,Miller Route,Danielle,Browne,17,Daughter,NA,Female,Student,None,NA
19,Miller Route,Tony,Smith,49,Head,Single,Male,Youth worker,None,Methodist
19,Miller Route,Lucy,Richardson,48,Partner,Single,Female,Communications engineer,None,None
20,Miller Route,Michael,Ward,19,Head,Single,Male,Unemployed,Disabled,None
21,Miller Route,Frederick,Bradley,37,Head,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
21,Miller Route,Kirsty,Evans,19,None,Single,Female,University Student,None,None
21,Miller Route,Vanessa,Parsons,44,None,Single,Female,Careers adviser,None,Christian
21,Miller Route,Karl,Chapman,46,None,Single,Male,Associate Professor,None,None
22,Miller Route,Katherine,Singh,37,Head,Married,Female,Patent examiner,None,None
22,Miller Route,Ian,Singh,38,Husband,Married,Male,"Scientist, product/process development",None,None
22,Miller Route,Catherine,Singh,19,Daughter,Single,Female,University Student,None,None
22,Miller Route,Lauren,Singh,19,Daughter,Single,Female,University Student,None,None
22,Miller Route,Patrick,Singh,16,Son,NA,Male,Student,None,NA
23,Miller Route,Donna,Bell,29,Head,Single,Female,Unemployed,None,None
23,Miller Route,Leon,Bell,11,Son,NA,Male,Student,None,NA
23,Miller Route,Katy,Bell,8,Daughter,NA,Female,Student,None,NA
23,Miller Route,Beth,Bell,5,Daughter,NA,Female,Student,None,NA
23,Miller Route,Fiona,Harrison-Bell,3,Daughter,NA,Female,Child,None,NA
24,Miller Route,Sian,Pritchard,42,Head,Married,Female,"Engineer, site",None,Catholic
24,Miller Route,Vincent,Pritchard,44,Husband,Married,Male,"Psychotherapist, dance movement",None,Catholic
24,Miller Route,Ricky,Pritchard,10,Son,NA,Male,Student,None,NA
24,Miller Route,Bethany,Pritchard,8,Daughter,NA,Female,Student,None,NA
24,Miller Route,Amy,Pritchard,8,Daughter,NA,Female,Student,None,NA
25,Miller Route,Clifford,Rogers,63,Head,Divorced,Male,Unemployed,None,None
25,Miller Route,Douglas,Rogers,28,Son,Single,Male,Fashion designer,None,None
25,Miller Route,Hollie,Rogers,27,Daughter,Single,Female,Tax adviser,None,None
26,Miller Route,Jacqueline,Singh,62,Head,Single,Female,Armed forces operational officer,None,None
26,Miller Route,Maureen,Kelly,7,Granddaughter,NA,Female,Student,None,NA
26,Miller Route,Tina,Chapman,7,Granddaughter,NA,Female,Student,None,NA
27,Miller Route,Rebecca,Edwards,89,Head,Married,Female,Retired Advertising account executive,None,Christian
27,Miller Route,Mitchell,Edwards,91,Husband,Married,Male,Retired Artist,None,None
28,Miller Route,Nigel,Thompson,59,Head,Married,Male,Administrator,None,Christian
28,Miller Route,Hollie,Thompson,58,Wife,Married,Female,"Teacher, primary school",None,Christian
28,Miller Route,Nigel,Thompson,20,Son,Single,Male,University Student,None,Christian
28,Miller Route,Nicole,Thompson,19,Daughter,Single,Female,University Student,None,None
28,Miller Route,Jasmine,Thompson,14,Daughter,NA,Female,Student,None,NA
29,Miller Route,Hayley,Reynolds-Hurst,38,Head,Married,Female,Chief Executive Officer,None,Catholic
29,Miller Route,Geoffrey,Reynolds-Hurst,40,Husband,Married,Male,Analytical chemist,None,None
29,Miller Route,Victor,Wright,1,Son,NA,Male,Child,None,NA
30,Miller Route,Mark,Lambert,44,Head,Single,Male,Psychiatric nurse,None,Catholic
30,Miller Route,Sylvia,Ahmed,38,Partner,Single,Female,Trading standards officer,None,Catholic
31,Miller Route,Lindsey,White,20,Head,Single,Female,University Student,None,None
31,Miller Route,Alan,Young,25,Partner,Single,Male,Tourist information centre manager,None,None
32,Miller Route,Mary,Smith,52,Head,Married,Female,"Engineer, water",None,Christian
32,Miller Route,Christian,Smith,54,Husband,Married,Male,Jewellery designer,None,Christian
33,Miller Route,Carly,Daly,22,Head,Single,Female,University Student,None,None
33,Miller Route,Mitchell,Sanders,24,Partner,Single,Male,Retail banker,None,None
34,Miller Route,Sharon,Lloyd,36,Head,Married,Female,"Designer, graphic",None,Christian
34,Miller Route,Douglas,Lloyd,40,Husband,Married,Male,"Social research officer, government",None,None
34,Miller Route,Ann,Lloyd,14,Daughter,NA,Female,Student,None,NA
34,Miller Route,Jonathan,Lloyd,11,Son,NA,Male,Student,None,NA
34,Miller Route,Stacey,Lloyd,10,Daughter,NA,Female,Student,None,NA
35,Miller Route,Kirsty,Smith,35,Head,Married,Female,Clinical molecular geneticist,None,Christian
35,Miller Route,Ricky,Smith,34,Husband,Married,Male,Acupuncturist,None,Christian
36,Miller Route,Luke,West,66,Head,Single,Male,Unemployed,None,None
37,Miller Route,Beverley,Rhodes,50,Head,Single,Female,Unemployed,None,Methodist
37,Miller Route,Kimberley,Rhodes,14,Daughter,NA,Female,Student,None,NA
38,Miller Route,Elaine,McDonald,50,Head,Divorced,Female,Unemployed,None,Catholic
38,Miller Route,Shane,McDonald,14,Son,NA,Male,Student,None,NA
38,Miller Route,Victoria,McDonald,14,Daughter,NA,Female,Student,None,NA
38,Miller Route,Joshua,McDonald,12,Son,NA,Male,Student,None,NA
38,Miller Route,Jacqueline,McDonald,8,Daughter,NA,Female,Student,None,NA
39,Miller Route,Rosemary,Edwards,45,Head,Divorced,Female,Unemployed,None,None
39,Miller Route,Charlotte,Edwards,16,Daughter,NA,Female,Student,None,NA
39,Miller Route,Bryan,Edwards,15,Son,NA,Male,Student,None,NA
40,Miller Route,Victoria,Chambers,39,Head,Married,Female,Medical physicist,None,Christian
40,Miller Route,Dale,Chambers,38,Husband,Married,Male,Unemployed,None,Christian
40,Miller Route,Caroline,Chambers,3,Daughter,NA,Female,Child,None,NA
41,Miller Route,Leon,Lucas,23,Head,Single,Male,Best boy,None,Catholic
42,Miller Route,Mandy,Rose,32,Head,Divorced,Female,Immigration officer,None,Baptist
42,Miller Route,Jason,Rose,4,Son,NA,Male,Child,None,NA
43,Miller Route,Maureen,Matthews,74,Head,Married,Female,Retired Clinical cytogeneticist,Mental Disability,Christian
43,Miller Route,Stanley,Matthews,75,Husband,Married,Male,Retired Technical author,None,None
44,Miller Route,Mary,Morgan,36,Head,Married,Female,Hospital doctor,None,None
44,Miller Route,Mathew,Morgan,41,Husband,Married,Male,Radiation protection practitioner,None,None
44,Miller Route,Margaret,Morgan,15,Daughter,NA,Female,Student,None,NA
44,Miller Route,Edward,Morgan,14,Son,NA,Male,Student,None,NA
45,Miller Route,Carolyn,Howard,49,Head,Single,Female,Lawyer,None,None
45,Miller Route,Connor,Howard-Fletcher,52,Partner,Single,Male,"Engineer, electrical",None,None
45,Miller Route,Patricia,Howard-Fletcher,6,Daughter,NA,Female,Student,None,NA
45,Miller Route,Sarah,Howard-Fletcher,3,Daughter,NA,Female,Child,None,NA
46,Miller Route,Jordan,Jackson,62,Head,Single,Male,"Engineer, technical sales",None,None
46,Miller Route,Caroline,Mahmood,43,None,Single,Female,Intelligence analyst,None,Catholic
46,Miller Route,Daniel,Stevens,46,None,Single,Male,Corporate treasurer,None,Christian
46,Miller Route,Kayleigh,Wells,57,None,Single,Female,Unemployed,None,None
47,Miller Route,Hayley,Hartley,45,Head,Single,Female,"Merchandiser, retail",None,None
48,Miller Route,Karl,King,73,Head,Widowed,Male,Retired Community education officer,None,Christian
48,Miller Route,Dennis,King,40,Son,Single,Male,"Editor, magazine features",None,Christian
49,Miller Route,Maria,Williams,47,Head,Divorced,Female,Unemployed,None,Catholic
49,Miller Route,Beverley,Williams,16,Daughter,NA,Female,Student,None,NA
50,Miller Route,Sara,Carr,48,Head,Divorced,Female,Glass blower/designer,None,None
50,Miller Route,Jade,Carr,27,Daughter,Single,Female,Optometrist,None,None
51,Miller Route,Tina,Wright,40,Head,Divorced,Female,"Research officer, political party",None,None
51,Miller Route,Eleanor,Wright,20,Daughter,Single,Female,University Student,None,None
51,Miller Route,Sharon,Wright,16,Daughter,NA,Female,Student,None,NA
52,Miller Route,June,Naylor,39,Head,Single,Female,Chartered legal executive (England and Wales),None,Catholic
52,Miller Route,Damian,Naylor,13,Son,NA,Male,Student,None,NA
52,Miller Route,Howard,Naylor,9,Son,NA,Male,Student,None,NA
52,Miller Route,Lee,Naylor,7,Son,NA,Male,Student,None,NA
53,Miller Route,Olivia,Harris,40,Head,Married,Female,"Horticulturist, commercial",None,Catholic
53,Miller Route,Jay,Harris,42,Husband,Married,Male,Clinical cytogeneticist,None,Catholic
53,Miller Route,Clifford,Harris,16,Son,NA,Male,Student,None,NA
54,Miller Route,Ruth,Andrews,48,Head,Single,Female,Unemployed,None,None
54,Miller Route,Josh,Reynolds,48,Partner,Single,Male,"Solicitor, Scotland",None,None
54,Miller Route,Jayne,Morris-Andrews,16,Daughter,NA,Female,Student,None,NA
55,Miller Route,Conor,Lee,54,Head,Divorced,Male,Recycling officer,None,Christian
1,Hull Avenue,Michelle,Duncan,61,Head,Single,Female,"Teacher, primary school",None,Muslim
1,Hull Avenue,Duncan,Duncan,43,Son,Single,Male,Catering manager,None,Muslim
1,Hull Avenue,Holly,Duncan,34,Daughter,Single,Female,Music tutor,None,None
1,Hull Avenue,Gemma,Duncan,32,Daughter,Single,Female,Manufacturing engineer,None,None
1,Hull Avenue,Mandy,Duncan,30,Daughter,Single,Female,Clinical embryologist,None,Muslim
2,Hull Avenue,Lorraine,Hargreaves,48,Head,Single,Female,Unemployed,None,Methodist
2,Hull Avenue,Ian,Hargreaves,23,Son,Single,Male,Pharmacologist,None,None
2,Hull Avenue,Kyle,Hargreaves,20,Son,Single,Male,"Producer, television/film/video",None,None
2,Hull Avenue,Sharon,Hargreaves,14,Daughter,NA,Female,Student,None,NA
2,Hull Avenue,Denise,Hargreaves,13,Daughter,NA,Female,Student,None,NA
2,Hull Avenue,Claire,Hargreaves,11,Daughter,NA,Female,Student,None,NA
2,Hull Avenue,Suzanne,Hargreaves,8,Daughter,NA,Female,Student,None,NA
2,Hull Avenue,Molly,Hargreaves,3,Daughter,NA,Female,Child,None,NA
2,Hull Avenue,Malcolm,Hargreaves,3,Son,NA,Male,Child,None,NA
2,Hull Avenue,Sophie,Smith,48,Lodger,Divorced,Female,Public affairs consultant,None,Christian
2,Hull Avenue,Denis,Jones,45,Sibling,Single,Male,Animator,None,Christian
3,Hull Avenue,Olivia,Graham,48,Head,Married,Female,Airline pilot,None,Methodist
3,Hull Avenue,Connor,Graham,47,Husband,Married,Male,Unemployed,None,None
3,Hull Avenue,Joe,Graham,30,Son,Single,Male,Homeopath,None,Methodist
3,Hull Avenue,Jemma,Graham,27,Daughter,Single,Female,Dance movement psychotherapist,None,Methodist
3,Hull Avenue,Harriet,Graham,0,Daughter,NA,Female,Child,None,NA
4,Hull Avenue,Valerie,Parker,36,Head,Divorced,Female,Unemployed,None,None
4,Hull Avenue,Duncan,Cook,62,Lodger,Single,Male,"Therapist, art",None,Christian
4,Hull Avenue,Brett,Ryan,37,Lodger,Single,Male,Insurance broker,None,Catholic
4,Hull Avenue,Hilary,Hart,34,Lodger,Single,Female,"Engineer, building services",None,Muslim
4,Hull Avenue,Carly,Morris,25,Lodger,Single,Female,"Scientist, research (life sciences)",None,None
4,Hull Avenue,Shirley,Jones,31,Lodger,Single,Female,Secretary/administrator,None,Catholic
4,Hull Avenue,Amanda,Griffiths,50,Lodger,Single,Female,"Therapist, art",None,Christian
4,Hull Avenue,Molly,Williams,53,Lodger,Divorced,Female,Professor Emeritus,None,Christian
4,Hull Avenue,Clifford,Foster,55,Lodger,Single,Male,Quantity surveyor,None,Methodist
4,Hull Avenue,Billy,Roberts,55,Cousin,Single,Male,"Scientist, forensic",None,None
4,Hull Avenue,Jodie,Spencer,21,Lodger,Divorced,Female,Food technologist,None,Christian
4,Hull Avenue,Richard,Read,58,Lodger,Divorced,Male,"Engineer, site",None,Christian
5,Hull Avenue,Hollie,Willis,42,Head,Married,Female,Airline pilot,None,None
5,Hull Avenue,Robin,Willis,44,Husband,Married,Male,Community arts worker,None,None
5,Hull Avenue,Hugh,Willis,17,Son,NA,Male,Student,None,NA
5,Hull Avenue,Marc,Willis,15,Son,NA,Male,Student,None,NA
5,Hull Avenue,Phillip,Willis,14,Son,NA,Male,Student,None,NA
6,Hull Avenue,Reece,Cole,54,Head,Married,Male,"Lecturer, further education",None,None
6,Hull Avenue,Carol,Cole,49,Wife,Married,Female,Public affairs consultant,None,None
6,Hull Avenue,Eileen,Cole,18,Daughter,Single,Female,Student,None,None
6,Hull Avenue,Tracy,Cole,13,Daughter,NA,Female,Student,None,NA
7,Hull Avenue,Eleanor,Francis,44,Head,Single,Female,"Nurse, mental health",None,Christian
7,Hull Avenue,Mathew,Ford,46,Partner,Single,Male,Community pharmacist,None,Christian
7,Hull Avenue,Jordan,Francis,25,Son,Single,Male,Civil Service administrator,None,Christian
7,Hull Avenue,Guy,Francis,21,Son,Single,Male,University Student,None,None
7,Hull Avenue,Christine,Francis,1,Daughter,NA,Female,Child,None,NA
8,Hull Avenue,Fiona,Goddard,19,Head,Married,Female,University Student,None,None
8,Hull Avenue,Daniel,Goddard,21,Husband,Married,Male,University Student,None,None
8,Hull Avenue,Patricia,Goddard,2,Daughter,NA,Female,Child,None,NA
8,Hull Avenue,Margaret,Goddard,0,Daughter,NA,Female,Child,None,NA
8,Hull Avenue,Anne,Patel,36,Sibling,Single,Female,Chief Technology Officer,None,Catholic
8,Hull Avenue,Max,Collins,49,Lodger,Divorced,Male,"Investment banker, corporate",None,None
8,Hull Avenue,Jill,Rees,32,Lodger,Single,Female,"Designer, furniture",None,Catholic
8,Hull Avenue,Alison,Quinn,62,Lodger,Single,Female,Medical laboratory scientific officer,Physical Disability,Catholic
8,Hull Avenue,Irene,King,50,Lodger,Single,Female,Naval architect,None,Christian
8,Hull Avenue,Ryan,Austin,62,Lodger,Divorced,Male,Illustrator,None,None
8,Hull Avenue,David,Gill,18,Lodger,Single,Male,Student,None,NA
8,Hull Avenue,Amanda,Lamb,51,Lodger,Single,Female,Archivist,None,Christian
